stock,sector,sub.sector
DAVE,ConsumerServices,Restaurants
FRGI,ConsumerServices,Restaurants
FOGO,ConsumerServices,Restaurants
GTIM,ConsumerServices,Restaurants
IRG,ConsumerServices,Restaurants
JACK,ConsumerServices,Restaurants
JMBA,ConsumerServices,Restaurants
KONA,ConsumerServices,Restaurants
NATH,ConsumerServices,Restaurants
NDLS,ConsumerServices,Restaurants
PNRA,ConsumerServices,Restaurants
PZZA,ConsumerServices,Restaurants
FRSH,ConsumerServices,Restaurants
PLKI,ConsumerServices,Restaurants
PBPB,ConsumerServices,Restaurants
RRGB,ConsumerServices,Restaurants
RUTH,ConsumerServices,Restaurants
SONC,ConsumerServices,Restaurants
SBUX,ConsumerServices,Restaurants
TXRH,ConsumerServices,Restaurants
CAKE,ConsumerServices,Restaurants
HABT,ConsumerServices,Restaurants
STKS,ConsumerServices,Restaurants
WEN,ConsumerServices,Restaurants
WING,ConsumerServices,Restaurants
ARMK,ConsumerServices,Restaurants
ARCO,ConsumerServices,Restaurants
BH,ConsumerServices,Restaurants
EAT,ConsumerServices,Restaurants
CMG,ConsumerServices,Restaurants
CCSC,ConsumerServices,Restaurants
DRI,ConsumerServices,Restaurants
DIN,ConsumerServices,Restaurants
JAX,ConsumerServices,Restaurants
LUB,ConsumerServices,Restaurants
MCD,ConsumerServices,Restaurants
RT,ConsumerServices,Restaurants
SHAK,ConsumerServices,Restaurants
YUM,ConsumerServices,Restaurants
ZOES,ConsumerServices,Restaurants
BDL,ConsumerServices,Restaurants
BECN,ConsumerServices,RETAIL_Building_Materials
STCK,ConsumerServices,RETAIL_Building_Materials
BLDR,ConsumerServices,RETAIL_Building_Materials
FAST,ConsumerServices,RETAIL_Building_Materials
HBP,ConsumerServices,RETAIL_Building_Materials
JCTCF,ConsumerServices,RETAIL_Building_Materials
TSCO,ConsumerServices,RETAIL_Building_Materials
ASPN,ConsumerServices,RETAIL_Building_Materials
BCC,ConsumerServices,RETAIL_Building_Materials
HD,ConsumerServices,RETAIL_Building_Materials
LOW,ConsumerServices,RETAIL_Building_Materials
LL,ConsumerServices,RETAIL_Building_Materials
SHW,ConsumerServices,RETAIL_Building_Materials
CPHC,ConsumerServices,Services_Misc_Amusement_Recreation
CHDN,ConsumerServices,Services_Misc_Amusement_Recreation
GDEN,ConsumerServices,Services_Misc_Amusement_Recreation
IKGH,ConsumerServices,Services_Misc_Amusement_Recreation
ISCA,ConsumerServices,Services_Misc_Amusement_Recreation
MSG,ConsumerServices,Services_Misc_Amusement_Recreation
PRXI,ConsumerServices,Services_Misc_Amusement_Recreation
SFXE,ConsumerServices,Services_Misc_Amusement_Recreation
WBAI,ConsumerServices,Services_Misc_Amusement_Recreation
FUN,ConsumerServices,Services_Misc_Amusement_Recreation
DDE,ConsumerServices,Services_Misc_Amusement_Recreation
DVD,ConsumerServices,Services_Misc_Amusement_Recreation
SNOW,ConsumerServices,Services_Misc_Amusement_Recreation
LYV,ConsumerServices,Services_Misc_Amusement_Recreation
MANU,ConsumerServices,Services_Misc_Amusement_Recreation
MSG,ConsumerServices,Services_Misc_Amusement_Recreation
SEAS,ConsumerServices,Services_Misc_Amusement_Recreation
SIX,ConsumerServices,Services_Misc_Amusement_Recreation
TRK,ConsumerServices,Services_Misc_Amusement_Recreation
MTN,ConsumerServices,Services_Misc_Amusement_Recreation
UWN,ConsumerServices,Services_Misc_Amusement_Recreation
BCOM,ConsumerServices,TelecommunicationsEquipment
WIFI,ConsumerServices,TelecommunicationsEquipment
ENT,ConsumerServices,TelecommunicationsEquipment
GOGO,ConsumerServices,TelecommunicationsEquipment
HCOM,ConsumerServices,TelecommunicationsEquipment
KUTV,ConsumerServices,TelecommunicationsEquipment
ORBC,ConsumerServices,TelecommunicationsEquipment
MARK,ConsumerServices,TelecommunicationsEquipment
RNET,ConsumerServices,TelecommunicationsEquipment
RRM,ConsumerServices,TelecommunicationsEquipment
SBAC,ConsumerServices,TelecommunicationsEquipment
TWER,ConsumerServices,TelecommunicationsEquipment
WPCS,ConsumerServices,TelecommunicationsEquipment
CALX,ConsumerServices,TelecommunicationsEquipment
DGI,ConsumerServices,TelecommunicationsEquipment
I,ConsumerServices,TelecommunicationsEquipment
NSR,ConsumerServices,TelecommunicationsEquipment
TI,ConsumerServices,TelecommunicationsEquipment
GSAT,ConsumerServices,TelecommunicationsEquipment
VIAB,ConsumerServices,Television_Services
FOX,ConsumerServices,Television_Services
VIA,ConsumerServices,Television_Services
MSGN,ConsumerServices,Television_Services
SNI,ConsumerServices,Television_Services
SJR,ConsumerServices,Television_Services
TWC,ConsumerServices,Television_Services
TWX,ConsumerServices,Television_Services
DIS,ConsumerServices,Television_Services
YOD,ConsumerServices,Television_Services
CABO,ConsumerServices,Television_Services
CVC,ConsumerServices,Television_Services
FOXA,ConsumerServices,Television_Services
DISCK,ConsumerServices,Television_Services
DISH,ConsumerServices,Television_Services
HMTV,ConsumerServices,Television_Services
LBRDA,ConsumerServices,Television_Services
LBRDK,ConsumerServices,Television_Services
STRZA,ConsumerServices,Television_Services
AMCX,ConsumerServices,Television_Services
CHTR,ConsumerServices,Television_Services
CMCSA,ConsumerServices,Television_Services
CRWN,ConsumerServices,Television_Services
DISCA,ConsumerServices,Television_Services
DISCB,ConsumerServices,Television_Services
STRZB,ConsumerServices,Television_Services
TIVO,ConsumerServices,Television_Services
LONG,ConsumerServices,Transportation_Services
EXPE,ConsumerServices,Transportation_Services
MMYT,ConsumerServices,Transportation_Services
PRSC,ConsumerServices,Transportation_Services
TOUR,ConsumerServices,Transportation_Services
GMT,ConsumerServices,Transportation_Services
TVPT,ConsumerServices,Transportation_Services
XPO,ConsumerServices,Transportation_Services
BBL,Energy,CoalMining
CNX,Energy,CoalMining
FELP,Energy,CoalMining
NRP,Energy,CoalMining
BTU,Energy,CoalMining
WMLP,Energy,CoalMining
YZC,Energy,CoalMining
AHGP,Energy,CoalMining
ARLP,Energy,CoalMining
HNRG,Energy,CoalMining
WLB,Energy,CoalMining
CLD,Energy,CoalMining
EMR,Energy,Consumer_Electronics_Appliances
GE,Energy,Consumer_Electronics_Appliances
PHG,Energy,Consumer_Electronics_Appliances
MGEE,Energy,Electric_Utilities_Central
AT,Energy,Electric_Utilities_Central
AETI,Energy,Industrial_Machinery_Components
BLDP,Energy,Industrial_Machinery_Components
CPST,Energy,Industrial_Machinery_Components
HOLI,Energy,Industrial_Machinery_Components
IPWR,Energy,Industrial_Machinery_Components
PLUG,Energy,Industrial_Machinery_Components
PSIX,Energy,Industrial_Machinery_Components
SEV,Energy,Industrial_Machinery_Components
WWD,Energy,Industrial_Machinery_Components
BGG,Energy,Industrial_Machinery_Components
BC,Energy,Industrial_Machinery_Components
BWXT,Energy,Industrial_Machinery_Components
MY,Energy,Industrial_Machinery_Components
CYD,Energy,Industrial_Machinery_Components
CMI,Energy,Industrial_Machinery_Components
CLMT,Energy,Integrated_Oil_Companies
IEP,Energy,Integrated_Oil_Companies
VTNR,Energy,Integrated_Oil_Companies
ALJ,Energy,Integrated_Oil_Companies
ALDW,Energy,Integrated_Oil_Companies
BP,Energy,Integrated_Oil_Companies
BPT,Energy,Integrated_Oil_Companies
CVX,Energy,Integrated_Oil_Companies
SNP,Energy,Integrated_Oil_Companies
COP,Energy,Integrated_Oil_Companies
CVI,Energy,Integrated_Oil_Companies
CVRR,Energy,Integrated_Oil_Companies
DK,Energy,Integrated_Oil_Companies
XOM,Energy,Integrated_Oil_Companies
HES,Energy,Integrated_Oil_Companies
HFC,Energy,Integrated_Oil_Companies
MPC,Energy,Integrated_Oil_Companies
NTI,Energy,Integrated_Oil_Companies
PBF,Energy,Integrated_Oil_Companies
PSX,Energy,Integrated_Oil_Companies
STO,Energy,Integrated_Oil_Companies
SU,Energy,Integrated_Oil_Companies
TSO,Energy,Integrated_Oil_Companies
TREC,Energy,Integrated_Oil_Companies
VLO,Energy,Integrated_Oil_Companies
WNR,Energy,Integrated_Oil_Companies
YPF,Energy,Integrated_Oil_Companies
IMO,Energy,Integrated_Oil_Companies
PFIE,Energy,Metal_Fabrications
TESO,Energy,Metal_Fabrications
BHI,Energy,Metal_Fabrications
CAM,Energy,Metal_Fabrications
DRQ,Energy,Metal_Fabrications
FTI,Energy,Metal_Fabrications
FET,Energy,Metal_Fabrications
GLF,Energy,Metal_Fabrications
NOV,Energy,Metal_Fabrications
NR,Energy,Metal_Fabrications
DNOW,Energy,Metal_Fabrications
OIS,Energy,Metal_Fabrications
BKEP,Energy,Natural_Gas_Distribution
BPL,Energy,Natural_Gas_Distribution
DKL,Energy,Natural_Gas_Distribution
EEP,Energy,Natural_Gas_Distribution
ENB,Energy,Natural_Gas_Distribution
HEP,Energy,Natural_Gas_Distribution
MMP,Energy,Natural_Gas_Distribution
MPLX,Energy,Natural_Gas_Distribution
NS,Energy,Natural_Gas_Distribution
NSH,Energy,Natural_Gas_Distribution
PBFX,Energy,Natural_Gas_Distribution
PSXP,Energy,Natural_Gas_Distribution
PAA,Energy,Natural_Gas_Distribution
PAGP,Energy,Natural_Gas_Distribution
RRMS,Energy,Natural_Gas_Distribution
SHLX,Energy,Natural_Gas_Distribution
SXL,Energy,Natural_Gas_Distribution
TLLP,Energy,Natural_Gas_Distribution
TLP,Energy,Natural_Gas_Distribution
VLP,Energy,Natural_Gas_Distribution
WNRL,Energy,Natural_Gas_Distribution
AXAS,Energy,Oil_Gas_Production
AREX,Energy,Oil_Gas_Production
BBEP,Energy,Oil_Gas_Production
BBEPP,Energy,Oil_Gas_Production
CRZO,Energy,Oil_Gas_Production
DWSN,Energy,Oil_Gas_Production
FANG,Energy,Oil_Gas_Production
DMLP,Energy,Oil_Gas_Production
EXXI,Energy,Oil_Gas_Production
EVEP,Energy,Oil_Gas_Production
GPOR,Energy,Oil_Gas_Production
ISRL,Energy,Oil_Gas_Production
LGCY,Energy,Oil_Gas_Production
LGCYO,Energy,Oil_Gas_Production
LGCYP,Energy,Oil_Gas_Production
LLEX,Energy,Oil_Gas_Production
LNCO,Energy,Oil_Gas_Production
LINE,Energy,Oil_Gas_Production
MPET,Energy,Oil_Gas_Production
MARPS,Energy,Oil_Gas_Production
MEMP,Energy,Oil_Gas_Production
MRD,Energy,Oil_Gas_Production
MCEP,Energy,Oil_Gas_Production
ORIG,Energy,Oil_Gas_Production
PTEN,Energy,Oil_Gas_Production
PDCE,Energy,Oil_Gas_Production
PNRG,Energy,Oil_Gas_Production
REXX,Energy,Oil_Gas_Production
ROYL,Energy,Oil_Gas_Production
TRCH,Energy,Oil_Gas_Production
TGA,Energy,Oil_Gas_Production
USEG,Energy,Oil_Gas_Production
VNR,Energy,Oil_Gas_Production
VNRBP,Energy,Oil_Gas_Production
VNOM,Energy,Oil_Gas_Production
WRES,Energy,Oil_Gas_Production
ZN,Energy,Oil_Gas_Production
AAV,Energy,Oil_Gas_Production
APC,Energy,Oil_Gas_Production
AR,Energy,Oil_Gas_Production
APA,Energy,Oil_Gas_Production
ATLS,Energy,Oil_Gas_Production
ATW,Energy,Oil_Gas_Production
BTE,Energy,Oil_Gas_Production
BBG,Energy,Oil_Gas_Production
BSM,Energy,Oil_Gas_Production
COG,Energy,Oil_Gas_Production
CRC,Energy,Oil_Gas_Production
CPE,Energy,Oil_Gas_Production
CNQ,Energy,Oil_Gas_Production
CVE,Energy,Oil_Gas_Production
CGG,Energy,Oil_Gas_Production
CHK,Energy,Oil_Gas_Production
CHKR,Energy,Oil_Gas_Production
XEC,Energy,Oil_Gas_Production
CWEI,Energy,Oil_Gas_Production
CEO,Energy,Oil_Gas_Production
CIE,Energy,Oil_Gas_Production
CRK,Energy,Oil_Gas_Production
CXO,Energy,Oil_Gas_Production
CLR,Energy,Oil_Gas_Production
CRT,Energy,Oil_Gas_Production
DNR,Energy,Oil_Gas_Production
DO,Energy,Oil_Gas_Production
ECT,Energy,Oil_Gas_Production
ECR,Energy,Oil_Gas_Production
EC,Energy,Oil_Gas_Production
EEQ,Energy,Oil_Gas_Production
ECA,Energy,Oil_Gas_Production
NDRO,Energy,Oil_Gas_Production
EGN,Energy,Oil_Gas_Production
E,Energy,Oil_Gas_Production
EOG,Energy,Oil_Gas_Production
EPE,Energy,Oil_Gas_Production
EQT,Energy,Oil_Gas_Production
XCO,Energy,Oil_Gas_Production
HK,Energy,Oil_Gas_Production
HNR,Energy,Oil_Gas_Production
HP,Energy,Oil_Gas_Production
HGT,Energy,Oil_Gas_Production
IOC,Energy,Oil_Gas_Production
IO,Energy,Oil_Gas_Production
KOS,Energy,Oil_Gas_Production
LPI,Energy,Oil_Gas_Production
MRO,Energy,Oil_Gas_Production
MTDR,Energy,Oil_Gas_Production
MTR,Energy,Oil_Gas_Production
MPO,Energy,Oil_Gas_Production
MUR,Energy,Oil_Gas_Production
MVO,Energy,Oil_Gas_Production
NBR,Energy,Oil_Gas_Production
NFX,Energy,Oil_Gas_Production
NRT,Energy,Oil_Gas_Production
OAS,Energy,Oil_Gas_Production
OXY,Energy,Oil_Gas_Production
ROYT,Energy,Oil_Gas_Production
PACD,Energy,Oil_Gas_Production
PHX,Energy,Oil_Gas_Production
PKD,Energy,Oil_Gas_Production
PE,Energy,Oil_Gas_Production
PGH,Energy,Oil_Gas_Production
PWE,Energy,Oil_Gas_Production
PBT,Energy,Oil_Gas_Production
PZE,Energy,Oil_Gas_Production
PTR,Energy,Oil_Gas_Production
PBR,Energy,Oil_Gas_Production
PQ,Energy,Oil_Gas_Production
PES,Energy,Oil_Gas_Production
PXD,Energy,Oil_Gas_Production
PDS,Energy,Oil_Gas_Production
QEP,Energy,Oil_Gas_Production
RRC,Energy,Oil_Gas_Production
REN,Energy,Oil_Gas_Production
RICE,Energy,Oil_Gas_Production
RDC,Energy,Oil_Gas_Production
RSPP,Energy,Oil_Gas_Production
SBR,Energy,Oil_Gas_Production
SJT,Energy,Oil_Gas_Production
SN,Energy,Oil_Gas_Production
SDT,Energy,Oil_Gas_Production
SDR,Energy,Oil_Gas_Production
PER,Energy,Oil_Gas_Production
SSL,Energy,Oil_Gas_Production
SDRL,Energy,Oil_Gas_Production
SDLP,Energy,Oil_Gas_Production
SM,Energy,Oil_Gas_Production
SWN,Energy,Oil_Gas_Production
SGY,Energy,Oil_Gas_Production
TTI,Energy,Oil_Gas_Production
TPL,Energy,Oil_Gas_Production
TOT,Energy,Oil_Gas_Production
RIG,Energy,Oil_Gas_Production
RIGP,Energy,Oil_Gas_Production
UPL,Energy,Oil_Gas_Production
UNT,Energy,Oil_Gas_Production
EGY,Energy,Oil_Gas_Production
VOC,Energy,Oil_Gas_Production
WTI,Energy,Oil_Gas_Production
WLL,Energy,Oil_Gas_Production
WPX,Energy,Oil_Gas_Production
BRN,Energy,Oil_Gas_Production
CKX,Energy,Oil_Gas_Production
MCF,Energy,Oil_Gas_Production
DXI,Energy,Oil_Gas_Production
ESTE,Energy,Oil_Gas_Production
EOX,Energy,Oil_Gas_Production
ENRJ,Energy,Oil_Gas_Production
ERN,Energy,Oil_Gas_Production
EPM,Energy,Oil_Gas_Production
FPP,Energy,Oil_Gas_Production
GST,Energy,Oil_Gas_Production
GTE,Energy,Oil_Gas_Production
HUSA,Energy,Oil_Gas_Production
LEI,Energy,Oil_Gas_Production
MXC,Energy,Oil_Gas_Production
GBR,Energy,Oil_Gas_Production
NOG,Energy,Oil_Gas_Production
PED,Energy,Oil_Gas_Production
SSN,Energy,Oil_Gas_Production
SPP,Energy,Oil_Gas_Production
SYRG,Energy,Oil_Gas_Production
TAT,Energy,Oil_Gas_Production
TPLM,Energy,Oil_Gas_Production
MMLP,Energy,Oil_Refining_Marketing
ANW,Energy,Oil_Refining_Marketing
ARCX,Energy,Oil_Refining_Marketing
CAPL,Energy,Oil_Refining_Marketing
GEL,Energy,Oil_Refining_Marketing
GLP,Energy,Oil_Refining_Marketing
JPEP,Energy,Oil_Refining_Marketing
MIC,Energy,Oil_Refining_Marketing
NGL,Energy,Oil_Refining_Marketing
SRLP,Energy,Oil_Refining_Marketing
SUN,Energy,Oil_Refining_Marketing
VTTI,Energy,Oil_Refining_Marketing
INT,Energy,Oil_Refining_Marketing
WPT,Energy,Oil_Refining_Marketing
AE,Energy,Oil_Refining_Marketing
DAKP,Energy,Oil_Refining_Marketing
CCLP,Energy,Oilfield_Services_Equipment
ESES,Energy,Oilfield_Services_Equipment
FES,Energy,Oilfield_Services_Equipment
RCON,Energy,Oilfield_Services_Equipment
SXCL,Energy,Oilfield_Services_Equipment
BAS,Energy,Oilfield_Services_Equipment
CLB,Energy,Oilfield_Services_Equipment
CELP,Energy,Oilfield_Services_Equipment
EMES,Energy,Oilfield_Services_Equipment
FI,Energy,Oilfield_Services_Equipment
HAL,Energy,Oilfield_Services_Equipment
HLX,Energy,Oilfield_Services_Equipment
KEG,Energy,Oilfield_Services_Equipment
NGS,Energy,Oilfield_Services_Equipment
NOA,Energy,Oilfield_Services_Equipment
OII,Energy,Oilfield_Services_Equipment
RES,Energy,Oilfield_Services_Equipment
SLB,Energy,Oilfield_Services_Equipment
SEMG,Energy,Oilfield_Services_Equipment
SSE,Energy,Oilfield_Services_Equipment
SPN,Energy,Oilfield_Services_Equipment
WG,Energy,Oilfield_Services_Equipment
ENSV,Energy,Oilfield_Services_Equipment
AMIC,Finance,Accident_Health_Insurance
AFL,Finance,Accident_Health_Insurance
AIZ,Finance,Accident_Health_Insurance
CNO,Finance,Accident_Health_Insurance
PRE,Finance,Accident_Health_Insurance
PFG,Finance,Accident_Health_Insurance
SFG,Finance,Accident_Health_Insurance
GTS,Finance,Accident_Health_Insurance
UNM,Finance,Accident_Health_Insurance
HMST,Finance,Banks
LPSB,Finance,Banks
SMBC,Finance,Banks
TSBK,Finance,Banks
ANCB,Finance,Banks
CBNK,Finance,Banks
ENFC,Finance,Banks
ESSA,Finance,Banks
FBNK,Finance,Banks
FFNW,Finance,Banks
FNWB,Finance,Banks
FXCB,Finance,Banks
FSBW,Finance,Banks
UCFC,Finance,Banks
UBNK,Finance,Banks
WEBK,Finance,Banks
WBKC,Finance,Banks
WVFC,Finance,Banks
BHLB,Finance,Banks
NYCB,Finance,Banks
GCBC,Finance,Banks
HFWA,Finance,Banks
HBCP,Finance,Banks
TFSCU,Finance,Business_Services
ABIL,Finance,Business_Services
AGFS,Finance,Business_Services
EAGL,Finance,Business_Services
CO,Finance,Business_Services
WLRHU,Finance,Business_Services
WINS,Finance,Business_Services
TRTLU,Finance,Business_Services
TRTL,Finance,Business_Services
GGAL,Finance,Commercial_Banks
PGC,Finance,Commercial_Banks
SNBC,Finance,Commercial_Banks
BCH,Finance,Commercial_Banks
BLX,Finance,Commercial_Banks
BSBR,Finance,Commercial_Banks
BSAC,Finance,Commercial_Banks
BAP,Finance,Commercial_Banks
BSMX,Finance,Commercial_Banks
LYG,Finance,Commercial_Banks
KB,Finance,Commercial_Banks
BMA,Finance,Commercial_Banks
MTU,Finance,Commercial_Banks
RY,Finance,Commercial_Banks
RBS,Finance,Commercial_Banks
SMFG,Finance,Commercial_Banks
TD,Finance,Commercial_Banks
WBK,Finance,Commercial_Banks
SAN,Finance,Commercial_Banks
CIB,Finance,Commercial_Banks
BMO,Finance,Commercial_Banks
BCS,Finance,Commercial_Banks
BFR,Finance,Commercial_Banks
CM,Finance,Commercial_Banks
BCA,Finance,Commercial_Banks
ABM,Finance,Diversified_Commercial_Services
ROL,Finance,Diversified_Commercial_Services
IX,Finance,Diversified_Financial_Services
PHH,Finance,Diversified_Financial_Services
ECPG,Finance,Finance_Companies
NICK,Finance,Finance_Companies
PLBC,Finance,Finance_Companies
AGM,Finance,Finance_Companies
ASFI,Finance,Finance_Companies
ALLY,Finance,Finance_Consumer_Services
AXP,Finance,Finance_Consumer_Services
FMD,Finance,Finance_Consumer_Services
GDOT,Finance,Finance_Consumer_Services
JGW,Finance,Finance_Consumer_Services
LC,Finance,Finance_Consumer_Services
MHFI,Finance,Finance_Consumer_Services
MCO,Finance,Finance_Consumer_Services
NSM,Finance,Finance_Consumer_Services
NNI,Finance,Finance_Consumer_Services
OCN,Finance,Finance_Consumer_Services
ONDK,Finance,Finance_Consumer_Services
PFSI,Finance,Finance_Consumer_Services
RM,Finance,Finance_Consumer_Services
SC,Finance,Finance_Consumer_Services
SGM,Finance,Finance_Consumer_Services
